end_date,intrinsic,trigger
2012-02-19,National average retail gasoline price increased for the fourth consecutive week; Rocky Mountain prices influenced by Canadian/Bakken crude oils; short-term outlook predicts continued price increases or stabilization due to tight supply.,
2012-02-26,"National average retail regular gasoline price increased for fifth consecutive week to $3.721/gallon; expected to continue rising due to increasing crude oil prices, tight market conditions, and rising demand.",
2012-03-04,"National average retail regular gasoline price increased for the sixth consecutive week, reaching $3.793 per gallon.",Geopolitical tensions with Iran and new U.S./EU sanctions caused supply uncertainties.
2012-03-11,National average retail regular gasoline price increased for the seventh consecutive week. US crude oil production increased sharply.,
2012-03-18,"National average retail regular gasoline price increased for eighth consecutive week to $3.867/gallon, expected to continue rising due to supply constraints, demand, and continued dependence on oil.",
2012-03-25,National average retail gasoline price continued its ninth consecutive weekly increase; Crude oil cost and global market forces are major factors influencing gasoline prices.,
2012-04-01,"National average retail regular gasoline price increased for the tenth consecutive week, reaching $3.941 per gallon.",
2012-04-08,National average retail regular gasoline price decreased for the first time in eleven weeks; EIA lowered 2012 forecast for U.S. refiner crude oil acquisition cost by $2/barrel.,
2012-04-15,National average retail gasoline price decreased slightly to $3.922/gallon; WTI crude oil was $101/barrel and Brent $120/barrel.,
2012-04-22,National average retail regular gasoline price decreased to $3.870 per gallon.,
2012-04-29,Retail gasoline prices decreased for the fourth consecutive week. Government policy aims to reduce foreign oil dependence via hybrid vehicles. Seasonal demand and pre-holiday expectations influence future price trends.,
2012-05-06,"National average retail regular gasoline price decreased for the fifth consecutive week to $3.790 per gallon. Summer driving season approaching, typically increasing demand.",
2012-05-13,National average retail gasoline price decreased for sixth consecutive week to $3.754/gallon; US energy market inherently vulnerable to price fluctuations; short-term gasoline prices expected to continue decreasing.,
2012-05-20,National average retail gasoline price decreased for the seventh consecutive week; U.S. wholesale gasoline prices rose 30% from 2010-2011.,
2012-05-27,"National average retail gasoline price decreased for eighth consecutive week to $3.669/gallon, $0.045 less than last week.",
2012-06-03,"Retail gasoline prices decreased for the ninth consecutive week to $3.612/gallon. Short-term prices expected to continue decreasing, with potential stabilization or increase in summer due to demand.",
2012-06-10,"National average retail regular gasoline price decreased for the tenth consecutive week, falling due to a drop in crude oil prices. Expected to continue decreasing or stabilize.",
2012-06-17,"Gasoline prices decreased for the eleventh consecutive week to $3.533/gallon, with short-term decreases expected. Seasonal demand may lead to long-term stabilization. Fossil fuel industry maintains significant economic influence.",
2012-06-24,National average retail regular gasoline price decreased for the twelfth consecutive week; US increased exports of refined products.,
2012-07-01,"National average retail gasoline price decreased for the thirteenth consecutive week, falling 50 cents over 12 weeks. Short-term predictions indicate continued decline or stability.",
2012-07-08,Gasoline prices increased by $0.055/gallon. Predictions for gasoline price fluctuations and long-term decrease. Fuel oil prices expected to remain high due to demand/supply constraints.,
2012-07-15,National average gasoline price increased; short-term price increase predicted due to decreasing production/inventories and seasonal demand.,"United States achieved record crude oil production, highest by any nation at any time."
2012-07-22,National average retail regular gasoline price increased by $0.067/gallon from last week; crude oil prices significantly impact gasoline prices (61.5% of cost).,
2012-07-29,National average retail regular gasoline price increased for the fourth consecutive week to $3.508 per gallon.,
2012-08-05,National average retail gasoline price increased for fifth consecutive week due to supply/demand imbalance; fuel economy standards improved vehicle efficiency.,
2012-08-12,National average retail regular gasoline price increased for the sixth consecutive week. U.S. consumer energy expenditures remain primarily driven by oil prices.,
2012-08-19,National average retail gasoline price increased for seventh consecutive week; U.S. gasoline consumption low vs. 5-year average; wholesale/retail PPI for gasoline increased.,Canadian crude oil tar sands spill cleanup cost highest in U.S. history.
2012-08-26,"National average retail regular gasoline price increased for the eighth consecutive week, reaching $3.776 per gallon.",
2012-09-02,"Retail gasoline prices increased for the ninth consecutive week to $3.843 per gallon, driven by ongoing supply constraints and strong demand. Gas prices fluctuate due to uncertainty around shale gas resources and the ongoing drought's impact on corn and ethanol production.",
2012-09-09,Retail gasoline prices increased for tenth consecutive week to $3.847/gallon. US air pollution linked to coal-fired plants and heavy industries.,
2012-09-16,"National average retail regular gasoline price increased for the eleventh consecutive week, reaching $3.878 per gallon, continuing an upward trend.",
2012-09-23,National average retail regular gasoline price decreased by $0.052/gallon from last week.,New climate regulations and low natural gas prices advancing the U.S. electric vehicle market.
2012-09-30,"National average retail regular gasoline price decreased due to declining crude oil costs, surplus in supply, and increasing production/imports.",
2012-10-07,National average retail gasoline price increased to $3.850 per gallon. Short-term prediction of continued increase/stability due to supply constraints and crude oil prices. Gasoline prices are influenced by crude oil and refinery costs.,Gas prices spiked to $5 per gallon in California.
2012-10-14,National average retail regular gasoline price decreased to $3.819/gallon. Prices expected to decrease/remain stable due to market surplus and seasonal fluctuations. US is top oil consumer; domestic production not impacting crude oil prices.,
2012-10-21,National average retail regular gasoline price decreased; short-term predictions for gasoline price increase due to decreased production/imports and crude oil price decline due to increased U.S. production/shale gas.,
2012-10-28,"National average retail gasoline price decreased to $3.568 per gallon, $0.119 less than last week. US tripled ethanol use in gasoline blends since 2005.",
2012-11-04,National gasoline price decreased for fourth week; US shifting to North American crude oil supplies; low distillate inventory may pressure prices in winter.,
2012-11-11,National average retail regular gasoline price decreased for the fifth consecutive week.,28% of gas stations in NYC metropolitan area do not have gasoline available.
2012-11-18,"National average retail gasoline price decreased for sixth consecutive week to $3.429/gallon. Ethanol production boom driven by relative prices, efficiency, and government policies. Prices expected to continue decreasing short-term.",
2012-11-25,Retail gasoline price increased to $3.437/gallon. Crude oil price around $50/barrel. Short-term gasoline prices expected stable/slight increase. Known wind energy tax credit expiration at year-end.,
2012-12-02,National average retail gasoline price decreased to $3.394/gallon due to increased supply and inventory levels. U.S. oil and gas boom is dropping prices and increasing domestic production.,
2012-12-09,"National average retail gasoline price decreased; short-term decrease and volatility expected due to crude oil prices, refining costs, and inventory trends.",
2012-12-16,"National average retail regular gasoline price decreased. U.S. crude oil production exceeded 6.5M bpd, leading to lower crude oil prices. Short-term gasoline prices expected to remain stable or decrease.",
2012-12-23,"National gasoline price slightly increased by $0.003/gallon. US importing less energy, especially crude oil products. Predictions of stable/decreasing gasoline prices due to well-supplied market and high refinery utilization.",
2012-12-30,"United States produced more crude oil, leading to expectations of relatively low fuel prices due to increased production and fracking technology.",
2013-01-06,"Gas prices hit an all-time high in 2012, with California's average reaching $4.028/gallon, a realized fact noted at the start of 2013.",
2013-01-13,"Crude oil prices remained near 2011 levels in 2012, with the US as a net importer. Gas prices were predicted to fall in 2013 due to ample supplies, weak demand, and increased US crude production.",
2013-01-20,"Known impact of crude oil prices on retail gasoline prices, leading to expected short-term volatility in energy product prices.",
2013-01-27,Falling natural gas prices and increased North American supply due to ongoing shale gas production.,
2013-02-03,Crude oil prices around $100/barrel and natural gas pricing structure as of 2013. Expected long-term energy shifts and short-term petroleum price fluctuations.,
2013-02-10,U.S. household gasoline expenditures are ~4% of total. Short-term price rise expected due to ongoing switch to summer blend and strengthening economy.,
2013-02-17,Factual relationship: gasoline prices are intimately interconnected with crude oil prices; short-term prices likely remain tied to crude oil.,
2013-02-24,US crude oil and petroleum product inventory management mechanisms are active; gasoline prices expected to rise due to high crude oil prices.,
2013-03-03,Record U.S. gasoline prices coincide with nine-year high in Middle Eastern oil imports; short-term price decrease predicted due to rising fuel supplies.,
2013-03-10,EIA provides data on gasoline consumption and prices. Predictions on long-term energy diversification and short-term price stability.,
2013-03-17,US oil/gas production rise led to lower crude/natural gas prices; short-term gas prices may rise due to increased demand and limited refining capacity.,
2013-03-24,"U.S. forecast to become world's largest crude oil producer by 2020, signaling a long-term shift in global energy markets.",
2013-03-31,US decrease in gasoline use and continued net crude oil import; stable Middle East production contributes to potential gas price decline/stabilization.,
2013-04-07,"Continued increase in US domestic crude oil production since 2011, potentially leading to declining gasoline prices due to increased supply and low natural gas prices.",
2013-04-14,"US year-to-date natural gas use for power generation down; crude oil, gasoline, heating oil, diesel, and propane prices volatile.",
2013-04-21,US imports foreign oil for diesel; increasing domestic crude production may reduce reliance. Gasoline prices expected to drop slightly ahead of Memorial Day.,
2013-04-28,Expected seasonal price increases in the first half of the year due to tightening supply and demand ahead of the summer driving season.,
2013-05-05,"Average U.S. gasoline price in April 2013 was $3.55/gallon, lowest for April since 2010. Expected short-term rise in gasoline prices due to seasonal switch to summer-grade fuel.",
2013-05-12,The price spread between regular and premium gasoline has changed.,
2013-05-19,"U.S. crude oil production is over 7M barrels/day, 20% above 5-year average. This trend may lead to slightly lower gasoline prices ahead of Memorial Day.",
2013-05-26,Rising crude oil prices affecting Midwest gasoline prices; expected seasonal demand.,
2013-06-02,"Regional variations in oil production costs and expected tracking of gasoline prices with crude oil, influenced by demand.",
2013-06-09,"US economy's ongoing reliance on gas plants and oil dependence, causing vulnerability to price shocks and limited fuel options for consumers.",
2013-06-16,"Global abundance of shale oil and gas revolutionized US energy landscape, making resources quickly producible at low cost.",
2013-06-23,"Gasoline prices are heavily influenced by crude oil (65%). Increasing US oil/gas production may decrease short-term gasoline prices, and long-term US reliance on OPEC may shift.",
2013-06-30,U.S. EIA provides official energy statistics. Expected energy price fluctuations based on supply/demand; increasing U.S. crude production may shift global market.,
2013-07-07,"Factual dynamics of crude oil and gasoline prices, refiners' focus, and short-term fluctuations driven by supply/demand. Long-term trend towards alternative energy sources noted.",
2013-07-14,U.S. EIA expects Brent crude oil to average $102/barrel for H2 2013. Long-term shift from oil due to U.S. natural gas production. Gasoline prices expected to remain firm due to global demand.,
2013-07-21,"Increased U.S. energy production from reserves is a factual driver of gasoline prices, contributing to stable or decreasing prices in the short-term.",
2013-07-28,"Average US spot natural gas prices increased 40-60% in H1 2013; prices may continue to rise due to demand, potentially increasing energy costs.",
2013-08-04,Natural gas liquids prices trending down since 2012; natural gasoline prices correlated with crude oil; short-term expectation of rising gasoline prices.,
2013-08-11,"Realized average retail gasoline price was $3.65/gallon. Short-term forecast of declining gasoline prices due to demand/supply, potentially boosting economic activity.",
2013-08-18,US crude oil production reached a record high in 2013. Short-term gasoline prices expected to remain high due to strong demand and limited supply.,
2013-08-25,"US crude oil production hit an all-time high, making it the world's largest producer, a realized fact within the step.",
2013-09-01,Average U.S. retail gasoline price was $3.55/gallon. Prices expected to stabilize or decrease as summer driving season ends.,
2013-09-08,,"Average natural gas price decreased significantly by 36%, potentially signaling market shifts and continued price drops."
2013-09-15,BLS CPI-U measures US city average gasoline prices. Oil prices remain high due to ongoing supply disruptions and strong demand.,
2013-09-22,"E85 pricing increasingly competitive vs. gasoline, driven by crude oil prices, potentially impacting gasoline prices due to decreasing crude oil prices.",
2013-09-29,Realized facts on U.S. gasoline consumption and price drivers. Short-term prediction of slight price decrease due to increased U.S. crude oil production.,
2013-10-06,"U.S. expected to be largest petroleum and natural gas producer; short-term oil/gas prices likely volatile due to supply/demand, geopolitics, weather.",
2013-10-13,Seasonal decrease in demand expected to lower gasoline prices; long-term energy market shift predicted by EV adoption and Marcellus natural gas growth.,
2013-10-20,US 40-year oil dependence; expected oil price volatility and future production trends.,
2013-10-27,Historical impact of 1973 oil embargo on US energy policy; expectations of future energy independence and oil price volatility.,
2013-11-03,U.S. weekly gasoline prices are intrinsically linked to regional crude oil pricing and fluctuate with supply/demand.,
2013-11-10,"In Hawaii, electricity and gasoline prices follow petroleum. Short-term oil price fluctuations based on supply/demand are expected, potentially affecting the economy.",
2013-11-17,US experiencing increased physical activity due to higher gasoline prices.,
2013-11-24,Increased US natural gas production in the Northeast reduced net inflow and contributed to lower natural gas prices this week.,
2013-12-01,Natural gas projected to overtake coal in U.S. power generation due to low prices; short-term gasoline prices expected to drop due to increased crude oil production.,
2013-12-08,Average bidweek natural gas price in New England settled at $14.52/MMBtu for December 2013.,
2013-12-15,"U.S. petroleum imports from nearby countries; domestic oil, gas, and coal producers receive $4B annually in subsidies. Short-term prediction of decreased gasoline prices due to increased domestic production.",
2013-12-22,EIA began tracking No. 2 Heating Oil Prices in New York Harbor in 2013. Long-term shift to renewables and short-term oil price volatility expected.,
2013-12-29,National average retail regular gasoline price increased; short-term prices expected stable or slightly decrease; long-term trend of increasing US oil production continues.,United States crude oil production reached an all-time global high.
2014-01-05,"Retail gasoline price increased slightly to $3.332/gallon. Short-term decrease predicted due to crude oil exports, influenced by global crude oil and seasonal demand.",
2014-01-12,"National average retail gasoline price decreased by $0.005/gallon from last week. Prices influenced by crude oil, refinery outages, inventory, and seasonal blends. Current trends show decreasing refinery inputs and crude oil imports.",
2014-01-19,National average retail regular gasoline price decreased. Predictions indicate continued decrease or stability due to supply and demand dynamics.,
2014-01-26,"Retail gasoline price decreased to $3.295/gallon. US imports gasoline from Venezuela. Prices are expected to remain stable or slightly decrease due to increased production and inventory, with fluctuations from winter demand.",
2014-02-02,National average retail regular gasoline price decreased for fourth consecutive week to $3.292/gallon. Crude oil export ban (established 1975) remains a key energy policy.,
2014-02-09,"National average retail gasoline price increased slightly. Low U.S. natural gas prices supported increased domestic production of plastics, crude oil, and natural gas.",
2014-02-16,National average retail regular gasoline price increased by $0.071/gallon; expected to continue increasing slightly due to high refinery capacity and above-average inventories.,"US considering lifting ban on exporting domestic oil, potentially increasing gasoline prices due to need for more expensive foreign oil."
2014-02-23,"National average retail regular gasoline price increased to $3.444 per gallon. Prices expected to fluctuate around this level, potentially dropping before Memorial Day due to plentiful supplies.",
2014-03-02,National average retail gasoline price increased for fourth consecutive week to $3.479/gallon.,
2014-03-09,National average retail gasoline price increased for the fifth consecutive week to $3.512 per gallon.,
2014-03-16,National average retail regular gasoline price increased for the sixth consecutive week to $3.547 per gallon.,"US experiencing a surge in propane supply, a byproduct of drilling, leading to shortages and high fuel prices for consumers."
2014-03-23,"Gasoline prices increased for seventh consecutive week to $3.549/gallon, influenced by refinery activity and inventory. Short-term energy prices may fluctuate but increased production could lead to stability.","United States became world's top producer of oil and natural gas, surpassing other nations."
2014-03-30,"National average retail regular gasoline price increased for eighth consecutive week to $3.579/gallon. U.S. ceased being largest net crude oil importer in 2014, with China taking over. Short-term price increases expected.",
2014-04-06,National average retail gasoline price increased for the ninth consecutive week; US importing increasingly heavy crude oil.,
2014-04-13,National average retail regular gasoline price increased for tenth consecutive week to $3.651 per gallon; U.S. and world corn supplies recovered to record levels.,
2014-04-20,National average retail regular gasoline price increased for eleventh consecutive week; LNG is a lower-cost alternative fuel for freight locomotives.,
2014-04-27,National average retail gasoline price increased for twelfth consecutive week to $3.713. Upward trend driven by strong demand and approaching summer driving season.,
2014-05-04,National average retail gasoline price decreased to $3.684. Increasing gasoline production and inventories suggest short-term stability. Crude oil is the largest price factor; US production is insufficient.,
2014-05-11,National average retail regular gasoline price decreased weekly; ongoing increased gasoline production and refinery capacity utilization.,
2014-05-18,"National average retail gasoline price decreased. Prices are influenced by global crude oil, refinery capacity, seasonal demand, and in Hawaii, petroleum. Short-term volatility and stable/slight decrease are expected.",
2014-05-25,National average retail regular gasoline price increased to $3.674/gallon; US average retail gasoline price was $3.67/gallon.,
2014-06-01,"National average retail gasoline price increased; NY Harbor spot price decreased. Approaching summer driving season influences prices. US production of oil/gas and renewables increased, while petroleum consumption decreased.",
2014-06-08,"National average retail gasoline price decreased; lower crude feedstock and natural gas costs contribute to refinery competitiveness, expecting stable or slightly decreasing prices.",
2014-06-15,"National average retail regular gasoline price increased to $3.686/gallon, up $0.012 from last week. Historical increase in global oil demand (1997-2012).",
2014-06-22,"National average retail gasoline price increased to $3.704/gallon, up $0.018 from last week; U.S. gasoline price is related to crude oil price.",Ongoing crisis in Iraq causing volatility and potential price increases.
2014-06-29,"National average retail gasoline price stable at $3.704/gallon, up $0.208 from a year ago. US transportation sector dependent on petroleum. Short-term forecast: stable or slight decrease in gasoline prices due to balanced supply/demand and increased crude oil production.",
2014-07-06,"National average retail regular gasoline price decreased to $3.678/gallon, $0.026 less than last week, reflecting a temporary surplus.","Crude oil prices increased due to unrest in Iraq, a major producer, potentially impacting gasoline prices."
2014-07-13,National average retail regular gasoline price decreased to $3.635 per gallon. United States achieved record crude oil production.,
2014-07-20,"Retail gasoline price decreased from last week; increasing production and inventories may put downward pressure on prices; US produces more crude oil than it imports, impacting price fluctuations.",
2014-07-27,National average retail gasoline price decreased for fourth consecutive week; jet fuel prices increasing and volatile.,
2014-08-03,"National average retail regular gasoline price decreased for fifth consecutive week; Petroleum Planning & Analysis Cell monitoring international crude oil, petrol, and diesel prices.",
2014-08-10,"Gasoline prices decreased for the sixth consecutive week. US crude oil production reached a record high, making it the top global producer.",
2014-08-17,"National average retail regular gasoline price decreased for the seventh consecutive week. Northeastern US increasingly reliant on natural gas for power generation, sensitive to supply/demand.",
2014-08-24,National average gasoline price decreased for eighth consecutive week to $3.454/gallon due to high domestic production and refining capacity. Long-term trend of increasing alternative fuel adoption.,Ongoing geopolitical tensions and supply chain disruptions create potential for oil price volatility.
2014-08-31,"National average retail gasoline price saw a slight weekly increase but was lower year-over-year, driven by lower Brent crude oil prices. Prices are influenced by global crude oil, refinery capacity, and inventories.",
2014-09-07,"National average retail gasoline price decreased; expected to continue decreasing or remain stable. US has significant shale oil deposits, potentially impacting long-term energy prices.",
2014-09-14,"National average retail gasoline price decreased to $3.408/gallon, $0.049 less than last week. Prices expected to continue decreasing/remain stable due to surplus supply, decreasing crude oil prices, and increasing U.S. oil production.",
2014-09-21,"National average retail regular gasoline price decreased to $3.353 per gallon, $0.055 less than last week, with predictions for continued downward trend due to increasing domestic production.",
2014-09-28,National average retail gasoline price increased slightly to $3.354; US is major petroleum consumer and importer with increasing domestic production. Prices expected to remain stable/decrease.,
2014-10-05,"National average retail regular gasoline price decreased to $3.299/gallon, $0.055 less than last week. Prices are expected to continue decreasing or stabilize short-term, influenced by global crude oil prices, seasonal demand, imports, and refinery capacity.",
2014-10-12,National average retail gasoline price decreased; US crude oil and lease condensate production rose.,
2014-10-19,National average retail regular gasoline price decreased to $3.120 per gallon. Appalachian natural gas spot prices and Marcellus region's natural gas prices declined. Predictions indicate continued decrease in gasoline prices due to increased supply.,
2014-10-26,"National average retail regular gasoline price decreased for fourth consecutive week, reaching nearly four-year low.",Plunging oil prices drove the significant drop in gasoline prices.
2014-11-02,"National average retail regular gasoline price decreased for the fifth consecutive week. Prices are expected to continue decreasing or remain stable due to increasing domestic oil production, refining capacity, and an ongoing oil boom.",
2014-11-09,National average retail gasoline price decreased for the sixth consecutive week; ongoing trend of decreasing crude oil prices and surplus supply.,
2014-11-16,National average retail gasoline price decreased for the seventh consecutive week to $2.894/gallon. Global oil price was around $80/barrel.,
2014-11-23,"Gasoline prices decreased for the eighth consecutive week to $2.821 per gallon due to increased US oil production and a growing supply surplus, leading to expectations of continued low prices.",
2014-11-30,"National average retail gasoline price decreased for the ninth consecutive week, reaching $2.778 per gallon, the lowest since 2009, mainly due to decreasing crude oil prices.",
2014-12-07,"Gasoline prices decreased for tenth consecutive week to $2.679/gallon. Prices expected to remain low due to surplus, decreasing crude oil, affecting consumer behavior and related product demand.",
2014-12-14,"National average retail regular gasoline price decreased for the eleventh consecutive week to $2.554/gallon. Oil prices were around $60/barrel, and gas prices dropped below $3/gallon in some areas.",
2014-12-21,"National average retail gasoline price decreased for the twelfth consecutive week to $2.403/gallon, down $0.151 from last week. Prices expected to remain low.",
2014-12-28,National average retail regular gasoline price decreased for thirteenth consecutive week. Recent oil price slump expected to boost world GDP and keep prices low.,
2015-01-04,"Record U.S. oil and gas production led to a global oil glut and falling crude prices, with gas prices expected to remain low in the short term.",
2015-01-11,"U.S. gasoline prices lowest since May 2009, falling $1.20 since June 2014; expected to remain low due to ongoing oil supply surplus.",
2015-01-18,"Shale oil revolution's ongoing impact: decreased US imports, increased refined exports, affecting global markets, driving sustained low oil prices.",
2015-01-25,"Factual dynamics of plummeting oil prices, leading to cheap gasoline in the US and economic havoc for oil exporters.",
2015-02-01,"US gasoline prices at lowest since 2009 ($2.04/gallon) due to oil surplus, expected to remain low or fall further.",
2015-02-08,,"WTI crude oil prices experienced a sharp decline from $108 (mid-2014) to $48.8 per barrel by February 2015, impacting gas prices and fuel demand."
2015-02-15,"Gas price variations are driven by world market forces, not U.S. subsidies, an ongoing market dynamic. Short-term prices are expected to continue this trend.",
2015-02-22,US is a net oil importer; long-term US oil/gas production expected to increase; short-term oil price rises possible from demand/production shifts.,
2015-03-01,Current RIN values support continued ethanol blending despite lower crude oil and gasoline prices.,
2015-03-08,Public opinion in March 2015 showed strong support for limiting crude oil exports to control gas prices. Gas prices expected to rise due to refining capacity and storage issues.,
2015-03-15,"U.S. position as top oil producer since 2013, leading to expected low short-term gasoline prices and a shift in global energy landscape.",
2015-03-22,Reported 2014 residential electricity rate increases; short-term gas price decrease prediction from recent crude oil decline; long-term forecast of reduced foreign oil dependence.,
2015-03-29,"Realized fact: crude oil is only a portion of gasoline cost, with other costs comprising over half, keeping pump prices high despite falling crude oil.",
2015-04-05,"Oil prices breached $50 on April 3, 2015.",Saudi Arabia and Gulf states deployed airstrikes into Yemen.
2015-04-12,"Expectations for 2015 U.S. gasoline price fall, linked to Brent crude oil changes; summer gas prices forecasted 32% lower.",
2015-04-19,Ongoing impact of the shale revolution on U.S. refined petroleum markets and associated gasoline price volatility.,
2015-04-26,"EIA report projects US remains net petroleum importer through 2040, with continued low oil prices and increased domestic production boosting economic activity.",
2015-05-03,US Renewable Fuel Standard (2014) led to ethanol export rebound; continued low oil prices due to global market oversupply.,
2015-05-10,US federal excise tax on gasoline/diesel is 18.4/24.4 cents per gallon. Short-term gasoline prices expected to drop ahead of Memorial Day.,
2015-05-17,Growing US shale oil supply led to lower crude oil prices. Gasoline prices may drop slightly ahead of Memorial Day.,
2015-05-24,Gasoline crack spreads reached multi-year highs; high gasoline prices expected due to strong demand and limited refining capacity.,
2015-05-31,Crude oil inventories influence petroleum product prices. Ongoing US crude oil production increase expected through 2020. Current oil glut expected to decrease short-term gasoline prices.,
2015-06-07,Ongoing trend of decreasing US solar PV costs estimated by NREL as of 2015.,
2015-06-14,"U.S. has a global energy advantage with wholesale natural gas prices averaging about one-third of other industrial countries, likely reducing crop production expenses.",
2015-06-21,"U.S. crude oil production reached a record high, potentially leading to falling gasoline prices and increased consumption.",
2015-06-28,"Increased US crude oil production, with predictions of a short-term slight drop in oil prices.",
2015-07-05,Factual dominance of fossil fuels in U.S. energy mix as of 2015. Expected short-term fuel price fluctuations and long-term shift towards sustainable energy.,
2015-07-12,"US petroleum consumption declined, with high gasoline prices contributing to increased fuel economy.",
2015-07-19,The U.S. Energy Information Administration (EIA) regularly publishes crude oil price forecasts.,"The Iran nuclear deal's potential to increase oil exports and lower prices, causing short-term market volatility."
2015-07-26,"Average US diesel retail price fell below gasoline price for the first time in six years as of July 2015, due to a global supply glut.",
2015-08-02,Factual dynamics of US oil/gas wells and price spike potential. Expected future EV/biofuel impact on demand and continued oil price fluctuations.,
2015-08-09,U.S. refineries running at record-high levels due to lower crude prices and strong demand for gasoline; expected low gasoline prices.,"Finalization of the Clean Power Plan, signaling a long-term shift towards cleaner energy."
2015-08-16,"US crude oil production definition includes lease condensate. Short-term forecast of continued low oil prices, high fuel use, and long-term shift to alternative energy sources.",
2015-08-23,"EIA lowered crude oil price forecast through 2016; retail gasoline prices expected to remain low, potentially dropping below $2, due to high refinery output.",
2015-08-30,Realized lower diesel fuel prices below $2.50/gallon due to low crude oil prices; expected sustained low gasoline prices from global inventory surplus.,
2015-09-06,EIA reports on gasoline price determinants and U.S. crude oil imports; market discussions on short-term oil price fluctuations and long-term alternative energy shifts.,
2015-09-13,"US oil production has been increasing, aiming for energy independence by 2017, contributing to expected low oil prices.",
2015-09-20,"Dramatic increase in US oil production contributed to lower oil prices; low gasoline prices expected in next 1-4 weeks, potentially boosting economy.",
2015-09-27,U.S. average gas price is $3.75/gallon as of Sept 2015. Prices may remain stable or decrease due to increased global supply and low demand.,
2015-10-04,"Natural gas prices in Asia are factually linked to crude oil prices. Short-term fuel prices are expected to remain influenced by crude oil, with a long-term shift towards sustainable energy anticipated.",
2015-10-11,Current WTI crude oil prices are affecting fuel surcharges and reductions in rate discounts.,
2015-10-18,Higher wholesale gasoline prices in California due to increased imports; low petroleum and natural gas prices in Saudi Arabia.,Major refinery outage affecting California gasoline supply.
2015-10-25,"Gasoline prices declining in the US, West Texas Intermediate crude oil trading in mid-$40s.",
2015-11-01,Forecasted average U.S. regular gasoline retail price of $2.33/gal as of 2015. Short-term prediction for fuel prices to fall or remain stable.,
2015-11-08,"US national average gas price declining in November 2015, with predictions for continued decline and higher gasoline-crude price gap. Gasoline sales rose significantly in July.",
2015-11-15,Historical facts about 2008 oil and gasoline price peaks; short-term predictions of oil price fluctuations and increased demand for alternative energy sources.,
2015-11-22,Weekly retail gasoline price estimation methodology revised; ongoing trend of decreasing oil prices and current oil surplus.,
2015-11-29,"U.S. gasoline prices at a seven-year low, expected to fall below $2 for Thanksgiving during this week.",
2015-12-06,"Factual breakdown of global carbon emissions by source (coal, oil, gas); expected long-term shift to renewables due to climate awareness; short-term low fossil fuel prices hindering renewable growth.",
2015-12-13,BLS reports on wholesale and retail producer price indexes and fuel prices available. Retail gasoline margins expected to fluctuate with crude oil volatility.,
2015-12-20,Known long-run symmetric response of gasoline prices; short-term volatility responding to oil prices and global demand.,Lifting of U.S. crude oil export ban and its potential long-term impact on gasoline prices.
2015-12-27,,"Gas prices dropped below $2/gallon for the first time since 2009, marking a significant economic shift due to crude oil oversupply."
2016-01-03,"National average retail gasoline price decreased to $2.028/gallon, continuing a downward trend. Average 2015 cost was $0.95 lower than 2014. Predictions for continued low prices due to market surplus.",
2016-01-10,"National average retail gasoline price decreased to $1.996/gallon, continuing a trend; U.S. gas price began 2016 under $2/gallon due to lower crude oil prices and market surplus.",
2016-01-17,"US average retail gasoline price decreased to $1.914/gallon, falling below $2.00 for the first time, driven by falling crude oil prices, seasonal demand slowdown, and increased shale oil production.",
2016-01-24,National average retail gasoline price decreased for fourth week; high US crude oil inventory and global glut of crude oil.,
2016-01-31,National average retail gasoline price decreased for fifth consecutive week; U.S. average gas prices remained under $2 in January due to crude oil surplus.,
2016-02-07,National average gasoline price decreased for the sixth week to $1.759/gallon. Crude oil prices are at 13-year lows due to high inventories and record U.S. production.,
2016-02-14,"National average retail gasoline price decreased for the seventh consecutive week; 1,296 transportation fuel terminals exist nationwide in U.S.",
2016-02-21,National average retail gasoline price increased slightly to $1.730 per gallon; U.S. average retail diesel price fell below $2.00 per gallon for the first time since early 2009.,
2016-02-28,"Gasoline prices increased $0.053 over last week and remained high relative to crude oil, driven by improving U.S. economy and increased demand.",
2016-03-06,National average retail gasoline price increased slightly week-over-week; California wholesale gasoline price fell before the seasonal switch to summer gasoline.,
2016-03-13,National average retail regular gasoline price increased for the fourth consecutive week; short-term prices expected to rise slightly due to increased refinery capacity and production.,
2016-03-20,"National average retail gasoline price increased for the fifth consecutive week to $2.007/gallon. Prices are expected to continue rising due to decreased production, inventories, and declining oil rig count, linked to crude oil prices.",
2016-03-27,"Gasoline prices increased for the sixth consecutive week to $2.066/gallon, potentially climbing above $2 for the first time in 2016. Short-term increases expected due to seasonal demand and refinery maintenance.",
2016-04-03,"National average retail gasoline price increased for the seventh consecutive week to $2.083/gallon, remaining below 2014 and year-ago levels.",
2016-04-10,"National average retail gasoline price decreased, reaching cheapest levels since 2009, driven by high inventories and increased crude oil imports.",
2016-04-17,National average retail regular gasoline price increased by $0.068 per gallon from last week; U.S. imports crude oil for refining.,
2016-04-24,"National average retail gasoline price increased to $2.162/gallon, up $0.025 from last week. Prices are influenced by global crude oil, demand, refining capacity, and inventories. Crude oil prices are volatile.",
2016-05-01,National average retail gasoline price increased. Short-term gasoline price increases expected to slow due to market supply. Hydrocarbon gas liquids prices fluctuate with oil/natural gas and supply/demand.,
