end_date,intrinsic,trigger
2017-06-30,US economy showed positive sentiment with 80 months of job growth; ongoing influence of HITECH Act; international trade deficit decreased in June 2017 with increasing exports.,"United States ceased implementation of the non-binding Paris Accord as of June 1, 2017."
2017-07-31,"US economy in long expansion with steady job growth and 4.4% unemployment. US growth projections lowered. International trade deficit increased in July 2017, with exports and imports both decreasing.",
2017-08-31,"U.S. international trade deficit decreased in August 2017, driven by increased exports and decreased imports.",
2017-09-30,U.S. international trade deficit increased in September 2017. Council of Economic Advisers expressed concern over market concentration. Census Bureau published poverty estimates; 2016 food insecurity data released. Economic benefits from passing the Dream Act assessed.,
2017-10-31,"U.S. goods and services deficit increased to $48.7 billion in October; goods deficit was $68.3 billion, up from September.",
2017-11-30,"U.S. economy showed growth in key sectors like fisheries, biotech, and food/agriculture. The goods and services deficit and international trade deficit both widened in November 2017. Opioid crisis impact may begin to be felt.",
2017-12-31,"US international trade deficit was $71.6B in Dec 2017 (exports $137.6B, imports $209.2B). Central bank discount rate was 0.5% on Dec 31, 2017.",
2018-01-31,"US economy expected to grow, driven by tax policy; goods and international trade deficits increased in January, with exports decreasing.",
2018-02-28,"U.S. international trade deficit increased in February 2018, driven by strong U.S. economy, reaching $57.6 billion with increased exports and imports.",
2018-03-31,US goods and services deficit decreased to $49.0 billion in March 2018; International trade deficit (goods) was $68.0 billion. Historical healthcare costs and demographic shifts are noted.,
2018-04-30,"US international trade deficit decreased in April, with exports increasing and imports decreasing.",Trade tensions with China and major partners may cause economic fluctuations and market volatility.
2018-05-31,Realized decrease in goods and services deficit and international trade deficit in May due to increased exports; U.S. economy expected to continue growth.,
2018-06-30,"US unemployment rate at 3.8%, lowest since 1960s. Goods and services deficit and international trade deficit both increased in June.",Ongoing trade tensions with China; decline in the mining industry.
2018-07-31,"July trade deficit increased significantly; exports decreased, imports increased. US economy shows uneven expansion, rising oil prices, higher yields. GDP growth reported.",Ongoing trade disputes and tariffs impacting trade balance.
2018-08-31,"US economy grew 4.1% in Q2 2018. August goods & services deficit increased to $53.2B, and goods trade deficit to $75.8B, driven by decreased exports and increased imports.",
2018-09-30,"Monthly international trade balance showed a widening goods and services deficit to $54.0 billion in September. US economy continued growing, supported by nonprofit, arts, and outdoor recreation sectors; ongoing trade disruptions with China.",
2018-10-31,Unemployment rate fell to a 50-year low; robust economic growth and innovation strength reported. Q3 GDP increased 4.9%; international trade deficit widened in October.,
2018-11-30,"Goods and services deficit was $49.3 billion in November, down from October. Ongoing economic growth, continuing trade tensions/tariffs, and potential USMCA benefits.",Re-imposed sanctions on Iran may lead to economic disruption and potential trade tensions.
2018-12-31,"Real GDP/GDI increased in Q3 2018. US dollar appreciated. December goods and services deficit widened to $59.8B, and international trade deficit to $79.5B, with exports down and imports up.",
2019-01-31,"January's trade deficit decreased to $51.1B; exports increased, imports decreased. U.S. economy largely driven by consumer spending. Unchanged growth forecast: decline to 2.5% in 2019, 1.8% in 2020. Long-term $300B asthma cost projected.",Ongoing government shutdown potentially decreasing consumer spending.
2019-02-28,"February goods and services deficit narrowed to $49.4 billion, down $1.8 billion from January. Economy continued growth driven by small businesses, consumer spending, AI, and Latino purchasing power, influenced by tariffs and minimum wage changes.",
2019-03-31,"US economy observed a growth slowdown. Goods and international trade deficits increased in March. Economy faces challenges from trade policy, housing, market concentration, and infrastructure underinvestment.",
2019-04-30,US digital economy's 2017 GDP contribution; positive impact of USMCA agreement; accelerated US GDP growth in Q1 2019; April's goods/services deficit ($50.8B) and international trade deficit ($72.1B).,Potential disruptions from US-Mexico trade tensions and border closures; ongoing trade tensions and tariffs impacting trade flows; slowdown in international trade.
2019-05-31,US unemployment rate fell to 3.6% in April 2019. May 2019 goods and services deficit rose to $55.5 billion; international trade deficit was $74.5 billion. Ongoing US-China trade tensions and concerns over Chinese investment.,
2019-06-30,US economy continued its longest expansion with low unemployment and rising wages. Goods and services deficit decreased in June.,Disruptions from tariffs on Mexican imports.
2019-07-31,"US economy added 224K jobs in June (exceeding expectations), Q1 2019 GDP grew 3.9%, marking longest expansion. July trade deficit decreased with rising exports.",
2019-08-31,August goods and services deficit was $54.9 billion; international trade deficit was $72.8 billion. U.S. economy supported by small businesses and immigrants; high infant care costs.,
2019-09-30,September goods and services deficit decreased to $52.5 billion. Real GDP increased 2.0% in Q2 2019.,
2019-10-31,"October's trade deficit narrowed, with both exports and imports decreasing, indicating a slowdown in trade activity. Ongoing trade tensions and slowing labor force growth are influencing factors.",
2019-11-30,"US goods and services deficit narrowed to $43.1 billion in November; exports increased, imports decreased. The economic expansion is the longest on record.",
2019-12-31,December goods and services deficit rose to $48.9B and international trade deficit to $68.3B due to higher imports. Q3 2019 real GDP/GDI increased 2.1%.,
2020-01-31,Monthly international trade deficit decreased; exports and imports fluctuated. Foreign-born population and tourism industry contribute to economic output.,US-China Economic and Trade Agreement signed. COVID-19 pandemic identified as an emerging economic impact factor.
2020-02-29,Real GDP increased in Q4 2019; middle-income households declined by 2019; Nigerian immigrants contribute to economy; industrial hemp production reintroduced; trade deficits narrowed in February.,
2020-03-31,US economy's fundamentals remained strong. March trade deficit increased; exports and imports declined.,COVID-19 outbreak caused economic disruption. CARES Act passed and Federal Reserve committed support in response.
2020-04-30,"U.S. international trade deficit increased in April, with significant declines in exports and imports. Economy experienced significant declines, job losses, and high unemployment.",Ongoing COVID-19 pandemic caused economic volatility and uncertainty. CARES Act and other stimulus measures implemented.
2020-05-31,"US GDP decreased in Q1 2020. May 2020 saw an increased international trade deficit, with both exports and imports declining.","COVID-19 pandemic caused unprecedented economic shutdown, job losses, and decline in electricity usage."
2020-06-30,"US GDP decreased 4.7% in Q1 2020. Unemployment rates began decreasing in June. Goods and services deficit narrowed to $50.7B, international trade deficit to $70.6B, with increased exports and imports.",
2020-07-31,"US economy in recession (announced June), Q1 GDP decreased. July goods and services deficit and international trade deficit both increased significantly from June.",
2020-08-31,August goods and international trade deficits increased; US economy Q2 2020 contracted -32.9%; ongoing US-China trade war; persistent poverty; Federal Reserve's 2% inflation target.,COVID-19 pandemic's severe impact on the US economy.
2020-09-30,"Realized goods and services deficit narrowed in September, with increased exports and imports; ongoing COVID-19 pandemic impact on U.S. economy and industrial production; structural wealth gap.",
2020-10-31,"International trade deficit widened in October, with exports and imports increasing. US GDP decreased 32.8% in Q2 2020.",
2020-11-30,Realized Q3 2020 GDP growth (33.1-38.0% annualized). November 2020 international trade deficit increased to $68.1-84.8 billion with higher imports. U.S. economy faces excessive market power.,
2020-12-31,U.S. international trade deficit decreased in December 2020; exports and imports both increased.,
2021-01-31,"January 2021 goods/services deficit $68.2B, international trade deficit $83.7B. Economy grew 4% in Q4 2020, shrank 3.5% in 2020 due to COVID-19 and high unemployment.",
2021-02-28,Ongoing COVID-19 pandemic threat to the economy; February goods and services deficit widened to $71.1 billion.,
2021-03-31,"U.S. goods and services and international trade deficits widened in March. American Rescue Plan Act passed, providing economic relief amid ongoing COVID-19 pandemic impacts.",
2021-04-30,"April's goods and services deficit narrowed to $68.9 billion, and the international trade deficit for goods narrowed to $85.2 billion, driven by increased exports and decreased imports.",
2021-05-31,US economy expected to grow 6.5% in 2021; significant maritime trade and semiconductor industry impact; monthly international trade deficit increased in May 2021 due to rising imports.,
2021-06-30,US government invested $2.8 billion; Q1 2021 GDP grew 11.0%; marine economy showed strong growth; economy in transition due to pandemic; June goods and services deficit increased to $75.7 billion; international trade deficit reached $91.2 billion.,
2021-07-31,"US government's infrastructure spending plans and competition executive order; US and Germany set net-zero emissions target; US economy saw 7% growth; goods and services deficit, and international trade deficit both decreased in July.",
2021-08-31,"Realized increase in US international trade deficit in August 2021; ongoing economic growth, inflation concerns, and competitiveness issues.",
2021-09-30,"September's goods and services deficit was $80.9 billion, and international trade deficit was $96.3 billion, both up from August. Exports decreased by $7.0 billion, while imports increased by $1.1 billion.",U.S. suspended bilateral economic engagement with Russian government.
2021-10-31,"US GDP increased in Q3 2021. Goods and services deficit and international trade deficit decreased in October, with increased exports. Government released economic strategies and reports on various aspects of the economy.",
2021-11-30,"November goods and services deficit was $80.2B, international trade deficit $97.8B, both up from October. Bipartisan Infrastructure Deal and 2035 clean electricity goal set.",
2021-12-31,"Goods and services deficit widened in December 2021, driven by increased imports and exports, reflecting strong domestic demand and a strong U.S. dollar.",
2022-01-31,"US economy recovering from COVID-19, facing inflationary pressures and labor shortages. January 2022 trade deficit significantly increased (exports down, imports up). Ongoing supply chain disruptions.",
2022-02-28,"February goods and services deficit was $89.2B; international trade deficit was $106.6B. U.S. economy continued growth, surpassing pre-recession GDP.",
2022-03-31,"Realized March goods and services deficit ($109.8B), exports ($241.7B), imports ($351.5B). International trade deficit ($125.3B), goods exports ($169.3B), and goods imports ($294.6B).","US banned Russian oil/gas, over 30 countries imposed sanctions, causing inflationary pressures, supply chain disruptions, and higher prices from Ukraine conflict. New US-EU data flow agreement announced."
2022-04-30,"Goods and services deficit decreased significantly in April 2022, with exports increasing and imports decreasing. The economy showed robust progress but faced ongoing volatility and high inflation.",
2022-05-31,"US real GDP decreased 1.4% in Q1 2022. Ongoing supply chain disruptions, labor shortages, and COVID-19 impacts persisted. May 2022 trade deficit narrowed, with exports increasing.",
2022-06-30,"U.S. economy rebounded strongly with tight labor markets and growth. Monthly international trade deficit decreased in June 2022 due to increased exports and decreased imports, indicating improved trade dynamics.",
2022-07-31,"US economy shrank for a second straight quarter (Q2 2022), indicating recession risk. July 2022 international trade deficit decreased. Q1 2022 real GDP decreased 1.6%.",
2022-08-31,"US economy showed strong growth in organic agriculture and travel/tourism, alongside ongoing investment in infrastructure. Overall growth slowed from 2021 highs. August international trade deficit decreased as both exports and imports declined.",
2022-09-30,"U.S. trade deficit widened in September, with exports declining and imports increasing.",United States launched Indo-Pacific Economic Framework; slowing Chinese economy may affect U.S. exports.
2022-10-31,"October goods and services deficit was $78.2B, up $4.0B from September, with exports decreasing and imports increasing. Q2 U.S. GDP increased 8.5%.",
2022-11-30,U.S. goods and services deficit and international trade deficit both decreased. EDA announced $240M grants for travel/tourism; digital economy contributed 10.3% to 2021 GDP.,
2022-12-31,"U.S. international trade deficit increased significantly in December 2022 due to decreased exports and increased imports. General economic growth continued, but inflation remained a challenge.",
2023-01-31,"January goods and services deficit was $68.3 billion and international trade deficit $91.5 billion, both up from December. Real GDP increased 2.9% in Q4 2022.",
2023-02-28,"Q4 2022 economy grew due to jobs, income, spending. US economy projected 0.1% growth in 2023. February goods and services deficit widened to $70.5B, and international trade deficit to $91.6B, with decreased exports/imports.",
2023-03-31,"U.S. trade deficit decreased in March 2023 due to increased exports and decreased imports. Ongoing government efforts include economic growth policies, climate risk evaluation, and clean energy initiatives.","Government actions taken to protect the U.S. economy and banking system, likely in response to recent instability."
2023-04-30,April saw widening goods and services deficit ($74.6B) and international trade deficit ($96.8B). U.S. economic growth expected to halt in H2 2023 due to higher interest rates. 2022 GDP grew 2.1-9.2%.,
2023-05-31,"US approaching debt ceiling, raising economic uncertainty. Government investing $2.8B in public lands and economy. Projected $14T COVID-19 economic toll by end of 2023. US economy shows resilience to past policy tightening. May 2023 international trade deficit decreased to $91.1B.",
2023-06-30,"US economy continued growth, exceeding 2019 levels. Inflation remained a top concern, with potential monetary policy tightening. Goods and services deficit narrowed to $65.5B, international trade deficit to $87.8B in June.",
2023-07-31,June CPI indicated slowing U.S. inflation; U.S. economy continued growth in H1 2023; civilian worker compensation costs rose; monthly trade deficit increased.,
2023-08-31,"U.S. economy showed resilience and GDP growth in Q2 2023. U.S. international trade deficit decreased in August 2023, with increased exports and decreased imports.",
2023-09-30,"U.S. economy grew 1.3% in Q2 2023. Monthly international trade deficit widened in September, with exports and imports increasing, and is expected to continue widening.",Potential Republican-led government shutdown may reduce economic output; U.S. economy may fluctuate due to imposed tariffs.
2023-10-31,US economy showed strong GDP recovery and Q1/Q2 2023 expansion; October saw goods and services deficit rise to $64.3B and international trade deficit to $89.8B with decreased exports.,
2023-11-30,"Real GDP grew 4.9% in Q3 2023. November goods and services deficit decreased to $63.2B, while the international trade deficit was $90.3B, with decreasing exports and imports.",
2023-12-31,"US economy showed strong growth in Q3 2023 and overall in 2023; manufacturing investment reached historic highs. 2023 fiscal deficit doubled. December goods and services deficit was $62.2B, international trade deficit $88.5B.",
2024-01-31,"Strong economic recovery from COVID-19; US GDP grew 3.3% in Q4; January goods and services deficit increased, with rising exports and imports.",
2024-02-29,"Factual U.S. GDP growth in 2023, projections for 2024, and continued economic growth expectations. February saw widening goods and services and international trade deficits, with rising exports and imports.","January 2024 job additions significantly exceeded expectations, indicating a stronger labor market than anticipated."
2024-03-31,"US economy grew 3.2% in Q4 2023; added 275k jobs in Feb 2024, exceeding expectations. March 2024 trade deficit was $69-92 billion. Forecasts predict 2.4% US growth in 2024, slowing in 2025.",
